3109:HONOR_HEIGHTS,0.42029053,-0.06905647,0.025037894,-0.09164677,-0.11843917,0.08303073,0.12794483,0.11237334,-0.17104517,0.16046993,0.06471261,-0.05285205,0.09490181,-0.08253285,-0.09884498,0.046004698,0.03266055,0.017861,0.12543027,0.04703161,0.06457615,0.00036936373,0.08013316,-0.006254708,0.08652234,0.029063473,0.05218161,-0.11456934,-0.015807116,0.09576334,0.061496917,-0.024594523,-0.07039226,-0.087050006,-0.077479444,-0.08106731,-0.059945118,-0.13586168,0.017380642,-0.10068436,0.15351576,-0.036370665,0.042790085,0.16241527,-0.23352654,-0.08767763,0.050887845,0.022029947,-0.1835255,0.24244608,0.037991993,-0.046056427,0.21467029,-0.036590032,-0.09615487,-0.0055700517,-0.015167167,-0.06354344,0.170462,0.010283464,-0.17567483,0.0007601456,-0.026378164,0.042635955,0.06891705,-0.0075696995,-0.0048651565,-0.30279103,-0.00012847551,-0.13711007,-0.058072202,-0.14145085,-0.028295025,0.18295527,0.17404658,-0.08134507,-0.09290665,-0.123447664,0.06575642,-0.011522085,-0.2671205,-0.090759926,0.01788597,-0.04763445,0.15310007,0.05540636,-0.07597842,-0.22184941,-0.09672597,-0.116245486,0.12745978,0.009386631,-0.010425751,-0.1761121,-0.10638082,-0.09062585,-0.05974582,-0.035388608,-0.107334405,0.10233598,0.06460344,0.019002011,-0.030592946,-0.12565352,0.067953706,-0.06635822,0.18602102,0.03542508,-0.152376,-0.015714604,-0.13109113,0.03406316,0.15613018,-0.064094916,-0.061498377,-0.04150341,-0.10072004,-0.030985596,0.19425099,0.022822222,0.04641175,-0.01951943,0.06063111,-0.055810932,0.046379898,-0.1049675,0.048768353,-0.017555851,-0.04834551
3110:RIVERSIDE,0.095738396,-0.095394805,-0.06708849,-0.013800091,-0.027491204,0.09483649,-0.00084812107,0.07971313,0.034971084,0.026631402,-0.07408614,-0.05658747,0.003023405,-0.07561666,-0.03529438,0.02842617,-0.04990673,0.018927244,0.037808664,-0.08306593,0.16725467,0.06103033,0.046214387,-0.09844425,0.08561962,-0.046364054,0.05461932,0.04100146,0.079557486,0.04611263,0.25862536,0.13707395,0.123143375,-0.07320028,0.09792002,-0.14883457,0.0018404139,0.08306794,-0.08526272,-0.061317872,0.14201434,0.08502887,-0.04869403,-0.007420299,-0.09400286,-0.08265181,-0.08056115,-0.078312494,-0.102414235,0.17142071,0.0530598,-0.029138811,0.047765914,0.041983273,0.08055857,-0.0951528,0.048897803,0.06350075,-0.11143403,-0.089097194,-0.096420534,0.030379051,-0.02601626,-0.06407971,-0.056578994,0.060752627,0.0047731013,0.03089314,-0.103318244,0.028923146,-0.005806572,-0.016294308,-0.11574544,0.058235157,-0.0066619157,-0.10940164,0.06495438,-0.09960429,0.11556151,-0.20160957,0.022040429,-0.052680396,0.0217351,-0.13479362,0.1985132,0.06689518,0.07087699,-0.19316837,-0.06818111,-0.1299603,0.008069287,0.0532539,0.050067898,-0.16577889,0.077895865,0.020205017,-0.048569787,-0.02799368,-0.05916062,-0.056611016,-0.19826357,0.13740814,-0.041350048,0.0195888,0.10158355,-0.12326416,0.06537398,0.018287942,-0.13210616,0.09353304,-0.0012000537,-0.08716025,0.12435181,-0.026040347,-0.10076591,0.075758435,-0.08759203,-0.060775988,0.034469787,-0.14604272,0.022431375,-0.094193004,-0.027343702,-0.09200744,0.050286602,-0.013810216,-0.07683058,-0.042628277,-0.09028209
3111:FIVE_TRIBES,0.2705846,-0.094095126,-0.0149192065,0.008599778,-0.0060824906,0.095826104,-0.05401288,0.13609271,-0.12830503,0.06758726,0.018034747,-0.0960354,0.11956407,0.004683434,0.022739837,-0.015255331,0.027021626,-0.084670804,0.07866496,0.016570577,0.08243842,0.03931015,-0.053060815,-0.037539117,0.04771727,-8.3889405e-05,0.08206516,0.061395943,0.10945542,0.07085058,0.1415095,-0.019236298,0.042168334,-0.096359946,0.029354708,-0.13256158,0.11389615,-0.02495549,0.041516863,-0.047041003,0.053330675,0.11048033,0.03395799,0.0633888,-0.01092531,-0.19174267,0.110239856,0.0934316,-0.15217222,0.16665447,0.115158506,-0.016393581,0.11678501,-0.0048547736,0.011413273,0.023546211,0.028944025,-0.08377603,0.04603901,-0.09976239,-0.13943678,-0.087880485,-0.062701955,-0.0010102328,-0.023544224,-0.030057216,0.04896907,0.010356192,-0.03202126,0.02420282,-0.061241183,-0.024234928,-0.02562527,0.024002062,0.08238434,-0.16356497,0.039209463,-0.06570537,0.08503086,-0.14154689,-0.11941149,-0.06841833,0.050055698,-0.100523025,0.055170953,0.06572099,0.1508693,-0.113420494,0.0022453468,-0.15225813,0.07595732,0.041790098,0.11304238,-0.1112721,-0.05175247,-0.050501782,0.02809928,-0.02869495,-0.043314513,0.031794317,-0.08107806,0.06993067,-0.06456297,0.05297969,-0.06255857,-0.122870035,0.048880856,0.063435085,-0.13883635,0.0651052,-0.07903767,-0.116150364,0.081238076,-0.050164193,-0.0026586344,-0.03997566,-0.113455676,-0.04916494,0.12862413,-0.116476454,0.038142797,-0.10397712,-0.016335646,-0.13040975,0.07204097,-0.013454096,0.10654015,0.046656802,-0.1438751
3114:TENNYSON,0.13697654,-0.16859345,-0.025559446,0.035219617,-0.006784366,0.052745495,0.033435244,0.099356286,-0.084923476,-0.07021967,-0.10730028,-0.064684995,-0.0063894195,-0.034436844,-0.06097416,-0.043122437,-0.10482538,-0.01078918,-0.05501316,-0.05922984,0.05245001,-0.1339905,0.012938329,-0.08737185,0.20688596,-0.04893354,0.066757664,-0.07771028,0.04086142,0.07477174,0.02350897,0.041693795,-0.021021523,0.019470299,-0.01866552,-0.22945492,-0.019893618,0.0010325575,0.014783593,-0.11190515,0.10216251,-0.046917308,0.07255927,-0.0069944584,0.040923838,-0.158198,-0.012771526,0.06664684,-0.108948134,0.18122068,-0.015985474,0.0539544,0.10824869,0.12419147,-0.0008323822,-0.030843953,-0.01588965,-0.032615203,-0.029002255,-0.12422982,-0.102902494,0.059465006,-0.12340206,0.023040187,0.05012119,0.03951872,-0.122372456,-0.030026743,-0.097832166,-0.03768,-0.068075255,-0.077779844,-0.09185864,0.12915495,0.04075274,0.014470005,-0.0014228193,-0.029645238,0.03561787,-0.20191361,-0.08087549,-0.0056047724,0.102090135,-0.04471913,0.1543139,-0.025255349,0.21550591,-0.021686858,-0.0817981,-0.16711345,0.18945597,-0.060619738,0.07775088,-0.09478029,-0.010168464,-0.1122946,7.951875e-05,-0.0021226855,0.0013119017,-0.08797221,-0.13098419,0.09284631,0.03886392,0.034381177,0.064426504,-0.032710236,-0.030439872,-0.036512833,-0.059303828,-0.019344328,-0.008013789,-0.16365393,0.16859268,-0.058668517,-0.010043481,-0.026321063,-0.10145698,-0.029589318,0.13959244,0.004515472,-0.02946838,-0.055125676,-0.08774623,-0.104176626,-0.15757467,0.012853166,0.09680749,0.108257346,-0.15382631
3117:THREE_RIVERS,0.208976,-0.24907681,-0.08184387,-0.019098332,0.031663746,0.021991795,-0.021914931,0.07328873,-0.20059367,-0.019439783,-0.041868016,-0.104405954,0.022711502,-0.08499294,-0.026608918,0.019776978,-0.021728924,-0.071618356,0.0043354915,0.073401734,0.066615365,-0.12212991,0.07177893,-0.0064084725,0.15485997,0.0013733516,0.009930636,0.01902546,0.0009842867,0.040138878,0.14277938,0.029808734,0.1411065,-0.030168196,-0.059409022,-0.108811565,0.034576487,0.042742122,0.078307815,0.009378148,0.10843788,0.029931648,-0.004960288,-0.037315056,-0.122462615,-0.25205415,0.058563847,-0.015249829,-0.12447374,0.12477341,-0.12339809,-0.051035628,0.17813008,0.032217517,0.15478522,-0.04610171,0.13353093,0.008429632,0.03706324,-0.06238871,-0.18359259,0.0118231345,-0.16833876,-0.008101482,0.13379695,-0.0019353736,-0.077341065,-0.011400109,-0.024417266,-0.018389385,-0.09388035,-0.008076289,-0.069776095,0.041367218,0.1012536,-0.20981851,0.055044428,0.0011807629,0.06470352,-0.13153522,-0.16326766,-0.05410615,0.03840674,-0.065529615,0.13803911,-0.029472902,0.18184704,-0.082604535,-0.114082694,-0.019740464,0.043447547,-0.029639259,0.0457352,-0.11169453,0.06765756,-0.04440315,0.027902024,-0.03218594,-0.048779216,-0.010649032,0.050870076,0.11593166,0.022089027,0.01760019,0.012358331,-0.07192032,0.024674824,-0.014744194,-0.11388487,0.056732573,0.01813945,-0.044407252,0.0476378,0.015077589,0.01804346,-0.021450166,-0.12173597,0.042367283,0.1411559,-0.02503237,-0.03822739,-0.06933991,-0.10350075,-0.118454896,-0.023808802,0.046388768,0.028787553,0.050547272,-0.14466259
3128:HANCOCK,0.1707622,-0.07427233,-0.014226858,-0.0104857795,-0.026876148,0.11384126,-0.008478428,0.090906695,-0.043651123,0.02417317,-0.00039234277,-0.050952785,0.07016909,0.045748632,-0.01629237,0.015364216,0.049631935,-0.026061108,0.04172784,0.0077412645,0.09279517,-0.08338778,0.048132516,-0.035439372,0.16298041,-0.049469728,0.019295925,0.1289053,-0.07073658,0.09194244,0.1644613,-0.03877513,0.0158246,-0.047721703,-0.1185241,-0.020897098,-0.060291335,0.081933044,-0.026818525,-0.23290022,0.15069629,-0.0331982,0.009690934,0.050373286,-0.014514757,-0.18824112,0.045585606,0.14987372,-0.16467926,0.16656941,-0.042726394,-0.014807465,0.083408,-0.020446712,0.049533024,-0.07781177,-0.036258582,-0.014307138,-0.0510252,-0.045454673,-0.12963468,-0.012892517,-0.12841402,-0.12008266,-0.14699489,0.056307074,-0.036378738,-0.008652684,-0.086748764,0.020323405,-0.019562563,-0.119491585,-0.09346699,0.13556331,0.08793886,0.03404908,0.03693687,-0.005881518,0.06746759,-0.12040442,-0.09868941,-0.09906723,0.15675066,-0.06992453,0.10166738,0.010370747,0.1651814,-0.028270205,-0.050038926,-0.092229314,0.03169445,-0.02935136,-0.00621131,-0.10206765,-0.024644056,-0.022833657,0.0636794,-0.09482814,-0.07190271,-0.019128846,-0.10502723,0.16698559,0.02460002,0.068879105,0.15515842,-0.18231557,0.052971266,-0.048831247,-0.12544511,0.058713116,-0.021061962,-0.09309734,0.053432632,0.040719755,0.056097127,0.11836934,-0.13228175,0.008304783,0.07772831,0.010406913,0.015458577,-0.15223564,-0.034529444,-0.063907474,-0.033683166,-0.05744445,0.06822499,0.08589348,-0.1634196
3136:EUCLID,0.26182866,-0.13051945,-0.021298397,-0.06890564,-0.24664155,0.13731423,0.1558502,0.07345175,-0.25615257,0.083970495,-0.114058904,-0.07077249,0.17999665,-0.07917806,-0.11028353,-0.07041381,-0.036702137,-0.13484707,0.07827265,-0.08390027,-0.010785833,0.20548709,-0.047992688,-0.07193394,0.018441377,0.14661846,0.13964905,-0.12706622,-0.1795193,-0.04108054,0.070587754,0.06296259,-0.09042466,0.074594,0.010979612,-0.104321055,-0.038286217,0.07889157,-0.0072603845,-0.035960265,0.10064781,0.030162364,0.13952777,0.004513359,-0.26138288,-0.10109121,0.23978919,-0.095087,-0.16922748,0.25185707,-0.039940506,-0.10856863,0.21133928,0.062473588,-0.09797051,-0.18918917,-0.22697312,-0.020571915,-0.031075493,-0.18324855,-0.2694513,-0.09512919,-0.0951308,-0.18413028,0.023777397,-0.077419244,-0.18827304,-0.22929686,0.09130831,0.004995309,-0.03409816,0.08477978,-0.14018838,0.10940927,0.020612806,0.0153516885,0.06737648,-0.167108,-0.019944344,-0.04720605,-0.35177198,-0.049501363,-0.025625203,-0.10602415,-0.042770203,-0.023994965,0.08096482,-0.19140069,-0.08127421,-0.24456745,-0.0034715012,-0.04832363,0.050825533,-0.12879318,0.15887718,-0.09550668,-0.10632493,-0.12066013,-0.038873572,0.10646996,-0.07518474,0.08700723,-0.13732114,-0.15253551,0.058235522,-0.06882135,0.04234925,0.028999306,-0.08998832,0.002452759,-0.06457563,-0.06489204,0.094647534,-0.06384316,0.05616313,-0.12525178,-0.09231526,0.18982792,0.25694272,0.07956436,0.010989811,0.032028534,-0.07756916,-0.11699989,0.2206845,0.0014075182,0.021678954,0.08284004,-0.22782736
3137:AGENCY,0.26320663,-0.060238298,0.025221094,0.05992673,0.050839595,0.06849735,-0.00043705472,0.1413877,-0.07973186,0.16976719,-0.089019075,-0.16996126,0.07778999,-0.1972914,0.07548603,-0.097595714,-0.05827571,-0.010149973,-0.03426696,-0.08861516,0.07223022,0.044647824,0.023720296,-0.17514107,0.043022025,0.13576677,0.13417648,0.024216302,0.09490638,0.14834931,0.07981182,0.008239165,0.03458844,-0.09114882,0.021173036,-0.06996664,0.032500308,0.1051361,0.1670373,-0.23997906,0.14845051,0.03530253,0.07708489,-0.0039361753,-0.121099435,-0.02731829,-0.031714156,0.04349979,-0.05423615,0.15036522,0.0649103,-0.055238146,0.09181789,-0.06715402,-0.05313469,0.056541115,-0.033672493,0.015969729,-0.050128046,-0.047438487,-0.053622454,-0.029325774,-0.08593132,-0.07916026,-0.04766628,0.008845435,0.062288918,-0.17736375,-0.08040258,-0.16878916,-0.1438387,-0.059863374,-0.09235411,0.04411407,0.02944991,-0.15752946,0.11578157,0.010131207,0.05246899,0.036018018,-0.021882817,0.0021964712,0.10856593,-0.004589597,0.003628141,0.15022881,0.10182783,-0.2808546,-0.008486158,-0.06697512,0.115168236,-0.03837666,0.10129652,-0.1998803,0.014850453,-0.024988126,-0.068911515,-0.0887278,-0.03515928,0.055682693,-0.078834794,0.05584355,0.068272784,0.12210227,0.052465197,-0.02568826,0.1065412,-0.06456291,-0.16212218,-0.04749164,0.18901417,-0.054521248,0.20665576,-0.061071496,-0.05669537,-0.048680123,-0.017984038,0.08263955,0.092135355,-0.034102794,0.02120867,-0.13625619,0.1368865,-0.12865777,0.04370559,0.119565874,0.05194615,0.032765664,-0.15051067
3205:SAPULPA,0.17656739,-0.11002478,0.028968673,0.07334676,0.009652649,0.10996022,0.0293298,0.14651874,-0.07861596,-0.03667616,-0.0076359855,-0.10244265,0.073734455,0.004675456,-0.093380734,-0.037506055,0.004907056,-0.043764636,0.086226776,-0.0465977,0.10081995,-0.00038144327,0.014582487,-0.09074702,0.110683754,-0.005696349,0.010862573,-0.07218475,0.067124,0.025196698,0.11525717,0.00070904003,0.032098223,-0.04180828,-0.09117859,-0.1073934,0.043013,0.06372293,-0.003720695,-0.10229638,0.1406004,-0.06075388,0.058934133,-0.04493342,-0.091766104,-0.10152207,0.0537021,0.15253471,-0.17355795,0.20209512,-0.058493186,0.0400128,0.10608414,0.087234795,0.004128359,-0.018337421,-0.056611735,-0.023759883,0.03590016,-0.097509794,-0.116039224,0.006516411,-0.049866416,-0.081191376,-0.07048475,-0.0373151,-0.048708934,-0.04083744,0.0075408267,0.042948864,-0.021364737,-0.037661552,-0.04949426,0.12786566,0.07682902,-0.038053237,-0.010193704,0.031176638,0.027619358,-0.13906357,-0.13752928,0.003551075,0.15149535,-0.07028924,0.15792848,0.00095291174,0.12546554,-0.13826412,-0.06773201,-0.13001207,0.06836152,0.0077400873,-0.07579528,-0.09215864,0.005979776,-0.10289799,0.06551262,0.019447211,-0.055286262,0.013668046,-0.10441496,0.13812935,-0.037173968,0.035287876,0.042767394,-0.024046825,-0.06028982,-0.05448068,-0.087795794,-0.05874122,-0.01166203,-0.08382502,0.13055283,-0.040765125,0.015014342,-0.005444147,-0.15754955,0.050281566,0.102399945,0.030286124,-0.047029793,-0.07282778,-0.0991449,-0.09283535,-0.011990507,0.011716631,0.076596685,0.07976241,-0.109861314
3207:HILL_TOP,0.09217561,-0.101828635,0.16621815,0.12032046,-0.08952024,-0.11141681,0.06856738,-0.1457185,-0.14358826,-0.0333044,0.04580972,0.0410508,-0.08690452,-0.021119492,-0.026232755,0.09472401,-0.1520111,0.012273414,0.20178334,-0.032557823,0.15573886,-0.009506709,0.073180005,-0.29049587,0.08580317,0.11504427,0.097655095,0.16106449,0.08096207,0.14535502,0.1757126,0.065961964,0.1616634,-0.030515196,0.039575104,0.14826679,-0.09352253,0.11453542,0.10399453,-0.13064718,0.040781107,-0.18085821,0.10644751,-0.0066842227,-0.090060726,-0.13894673,0.024090432,-0.05995161,-0.17342141,0.0035508217,0.093450576,-0.014661046,0.10448155,0.14502788,-0.13184448,-0.058699995,-0.22110006,0.006982564,0.0938363,0.116773784,-0.04202235,-0.22856027,-0.08474867,0.028753981,0.19288582,-0.06903024,-0.088529766,-0.21840632,-0.047081735,0.06339881,-0.34981653,-0.14232202,0.003750548,0.19758828,-0.0057782303,-0.087176315,0.061480522,-0.08201596,0.04700804,-0.1561896,-0.106384076,-0.15876783,0.02831958,-0.18975325,0.18896015,-0.021394571,0.09087424,0.13661662,-0.07522089,-0.23942329,0.032572757,0.124083586,-0.13996933,-0.11759524,-0.008843795,0.06160405,-0.17473604,-0.11170343,-0.32805318,-0.08250111,0.0012996064,0.1902443,-0.018516488,-0.038471375,0.041129604,0.045835286,0.24758227,-0.14869627,0.010068965,0.0030091212,0.1054323,-0.06496125,-0.19133297,0.114535555,0.07316858,-0.25071335,-0.118940815,0.0053632897,-0.046358828,-0.07647393,0.04825628,-0.1573682,-0.16559292,-0.1521334,0.03223299,-0.09915253,0.19188276,-0.0476697,-0.30421633
