3109:HONOR_HEIGHTS,0.18015702,0.18801507,0.37869602,-0.15649505,0.12098456,0.43649882,-0.115609184,-0.1945323,0.078682154,-0.21757142,0.25083333,0.33102766,-0.020027628,-0.030187568,0.09366259,0.057216994,0.062022693,0.0032581147,-0.36789417,0.08082371,0.49225253,-0.1628827,0.15360922,-0.45228246,-0.4059488,-0.025737828,-0.12251008,-0.05385899,0.26980725,-0.20710197,0.06017994,-0.12578501,-0.097428806,-0.12923779,0.18413332,0.3865692,0.3062624,-0.37192526,-0.10508283,-0.2515838,-0.3322948,-0.07675706,-0.19943666,0.30594146,-0.2960457,-0.055775493,-0.4329237,0.16741028,-0.5185989,-0.07271735,-0.12836051,0.054006603,0.39605883,0.3426149,-0.10896931,-0.24648894,0.6264577,0.004111086,-0.119471006,-0.20922288,-0.3058908,-0.15051678,0.14044316,-0.037360337,0.57016146,-0.3644829,0.18335782,0.34794393,-0.23938091,-0.14508742,-0.15485798,-0.39681762,-0.3836549,-0.050503008,0.22797754,-0.13714145,0.104608245,0.026765285,0.16659775,0.005346595,-0.20008196,-0.105959505,0.2635956,0.5197469,0.27808478,-0.25649253,0.21225192,-0.2915916,0.07838649,-0.29083595,0.21053028,-0.22642618,0.43918985,0.26609924,0.0035638348,0.16441068,-0.12398699,-0.0396592,-0.12864628,0.23776798,0.23827304,0.007427807,0.20105891,0.14246583,0.06871395,0.13196649,0.057517495,0.055724837,-0.09628958,-0.15143086,0.07024926,0.07413628,-0.12960935,0.103292,-0.18511987,-0.10955499,0.16148444,0.1858651,0.06699683,-0.054725904,0.07293579,-0.5009616,0.088619985,0.03752273,-0.12668787,-0.13634942,-0.27132118,0.044178694
3114:TENNYSON,0.2314519,0.23365746,0.41339305,-0.15382712,0.066211626,0.3485107,-0.19764024,-0.25799826,0.086319774,-0.18823469,0.31090048,0.29624978,-0.013946008,-0.027720602,0.07109814,0.09117559,0.0646807,0.026871528,-0.42835972,0.16664156,0.41675213,-0.18966746,0.1657261,-0.34791893,-0.42956686,-0.010415399,-0.067128465,-0.046439108,0.15223,-0.16353242,-0.010176826,-0.18066925,0.058280617,-0.13987888,0.25018594,0.36102644,0.25634766,-0.2491508,0.018009845,-0.27017534,-0.36276963,-0.13934278,-0.098546274,0.2191403,-0.33797228,-0.031365216,-0.38348806,0.058068473,-0.47037977,0.012339791,-0.20485713,0.09593231,0.50939554,0.42671403,-0.039132997,-0.23426634,0.6144735,-0.03541958,-0.16773218,-0.15535359,-0.30871087,-0.06775549,0.13012783,-0.008970439,0.46419343,-0.30332714,0.16479097,0.22662373,-0.3519277,-0.09894106,-0.11342032,-0.2853936,-0.30542183,0.03515653,0.31263533,-0.094589405,0.07782183,0.053127002,0.15808497,0.10428529,-0.19304544,-0.024928266,0.2969386,0.5210261,0.15209214,-0.24968418,0.24209554,-0.22559685,0.09960813,-0.25353727,0.17507522,-0.20468917,0.47255218,0.29806265,0.12345783,0.13412903,-0.07204242,-0.08407616,-0.20543097,0.14368853,0.16870989,-0.09606711,0.1885081,0.1824746,0.13892148,0.15562749,0.13945282,0.052722327,0.006618559,-0.17831036,0.01426317,0.10936493,-0.12935604,-0.04049457,-0.24406935,-0.06591975,0.28256065,0.2563121,-0.023135742,0.03235951,0.053165503,-0.4432289,0.05685486,0.03421998,-0.22289272,-0.18006799,-0.3083028,-0.0068247095
3128:HANCOCK,0.13341548,0.15332887,0.4566345,-0.25874853,0.16171342,0.36068988,-0.11571939,-0.19109142,0.06533213,-0.2667952,0.4313556,0.2826555,0.0058163283,-0.0756409,0.010463581,-0.045360483,-0.04381896,-0.11694781,-0.3679438,0.2104411,0.37740266,-0.2827277,0.18654178,-0.40961403,-0.38008463,-0.068821006,-0.12273968,-0.034567848,0.18858871,-0.11798883,0.020439884,-0.1325259,-0.017414188,-0.09491539,0.16591336,0.3194193,0.2252732,-0.3274306,-0.09715494,-0.2900907,-0.351597,-0.0928711,-0.048488077,0.19782697,-0.23039453,-0.04523324,-0.4074718,0.18955135,-0.44141594,-0.05831005,-0.18025276,0.07616048,0.36829257,0.3317442,-0.022953713,-0.121913545,0.58401245,-0.068380766,-0.10613058,-0.19325672,-0.327227,-0.09583627,0.07976275,3.0882744e-05,0.570438,-0.3114356,0.20516784,0.27733016,-0.31440786,-0.11320055,-0.19344047,-0.34997392,-0.31346592,-0.057162512,0.21483411,-0.10695793,0.11769424,0.0108938,0.2055432,0.04769712,-0.17667237,-0.12534583,0.21998572,0.50757235,0.30218452,-0.16489583,0.2439077,-0.2637221,0.053919613,-0.31087932,0.1158174,-0.16217667,0.42477122,0.23880956,0.07229092,0.22992432,-0.097450644,0.03396017,-0.15597162,0.19761792,0.18219158,-0.116270795,0.061950427,0.15697846,0.024628734,0.13948855,0.1993174,0.081569314,-0.035758566,-0.07940168,0.10395053,0.110205345,-0.07466207,0.116694055,-0.2938618,-0.10533636,0.20399621,0.25325662,-0.045591854,-0.085550345,0.04354677,-0.4621042,0.15539448,-0.027204553,-0.1602606,-0.15771942,-0.34715298,0.007807883
3205:SAPULPA,0.20318113,0.21674132,0.5036762,-0.24024573,0.12488966,0.43271834,-0.102218315,-0.2597397,0.07060343,-0.19173984,0.32096627,0.28545773,-0.08005879,0.0063556912,0.096894845,-0.023978412,0.06453401,-0.10162253,-0.30802795,0.20034106,0.46831855,-0.28432184,0.24160762,-0.44819185,-0.46513236,0.06042559,-0.004463739,0.0173149,0.199046,-0.15085977,-0.015316052,-0.14323519,-0.04314479,-0.15918882,0.21861705,0.3783588,0.24034886,-0.214314,-0.03791941,-0.34212944,-0.34053752,-0.090626284,-0.13087991,0.2219593,-0.31054956,-0.04191544,-0.40028316,0.16112551,-0.42736864,-0.07772058,-0.15026574,0.13303828,0.46389705,0.3068567,-0.1352604,-0.17246298,0.6094525,-0.011107062,-0.12921493,-0.23412727,-0.38398793,-0.06614225,0.10921095,0.0005107269,0.47332087,-0.24469179,0.20586486,0.23409486,-0.32752392,-0.19861458,-0.16852728,-0.27178648,-0.33762836,-0.08804126,0.33254814,-0.16299847,0.05440726,-0.01823424,0.2088701,0.03455174,-0.22030039,-0.11882739,0.25568086,0.42792648,0.1910497,-0.24088833,0.2232515,-0.25933966,0.06309782,-0.27497777,0.17137145,-0.18389624,0.3973591,0.19669858,0.057861716,0.24197456,-0.06764622,-0.06451874,-0.18890028,0.17173237,0.1952403,-0.12264555,0.032580968,0.21124004,0.09431187,0.13460502,0.12468346,0.001952127,0.02407636,-0.07515858,0.06298218,0.14879403,-0.055105075,0.10406128,-0.17101821,-0.080909126,0.19084726,0.2238683,-0.05248063,-0.060463384,0.08632704,-0.44993287,0.11274821,0.1095732,-0.15439594,-0.18440251,-0.32982698,0.0035487837
3208:TIBBENS_ROAD,0.18757115,0.20426446,0.29940635,-0.10436497,0.061010525,0.4039359,-0.14320773,-0.11119899,0.09465374,-0.19816644,0.23942925,0.40575528,-0.11639325,-0.034741517,0.101342596,0.0949379,0.12293496,0.010524806,-0.3339123,0.07661449,0.50074524,-0.26558685,0.116651736,-0.39627045,-0.45575237,0.024722971,-0.11627621,0.11422845,0.28146854,-0.25955305,-0.077217154,-0.19708383,-0.030885724,-0.23490506,0.18765858,0.51451004,0.13891335,-0.2660658,0.06806039,-0.24098209,-0.35487896,-0.1431631,-0.16752984,0.32145125,-0.44835597,-0.03622142,-0.4529772,0.06523343,-0.5210479,-0.06807972,-0.072357446,0.15341927,0.5198913,0.41606542,-0.019729521,-0.23079072,0.548951,-0.046602126,-0.07177387,-0.19758552,-0.23925188,-0.026937647,0.090875894,-0.113853864,0.6160405,-0.3122668,0.16503115,0.2826703,-0.2669491,-0.10704534,-0.12083915,-0.41314885,-0.3470993,-0.086316526,0.19412991,-0.2049935,0.12110854,0.020834796,0.22234988,0.14482097,-0.20666353,-0.010471912,0.21746066,0.5324903,0.29664108,-0.29228953,0.2774513,-0.18432534,0.04399965,-0.34824035,0.17776787,-0.1857056,0.48078224,0.3513713,0.16339529,0.10746047,-0.1060635,-0.0138897775,-0.19129826,0.19159396,0.24689479,-0.15762629,0.09695789,0.21364735,0.020890553,0.13569945,0.052745912,0.045984484,-0.054062493,-0.17324464,-0.017426219,0.053424783,-0.1612579,0.101370454,-0.2152595,-0.1326024,0.20104796,0.24200666,-0.027004644,-0.014310374,0.11047793,-0.54752845,0.081283845,-0.10620073,-0.2307928,-0.080708385,-0.2400801,0.007943209
3210:HICKORY_HILL,0.08228087,0.13543248,0.45190632,-0.15550594,0.13298272,0.4001355,-0.12695417,-0.22983676,0.1012822,-0.13810514,0.32947618,0.29742208,-0.05589366,-0.03343654,0.048089378,0.09024742,0.095440365,-0.05516377,-0.3594981,0.16989945,0.4578098,-0.26584977,0.21546213,-0.4123922,-0.39922956,0.031656485,-0.099459566,-0.055725478,0.21635357,-0.24149345,-0.061366405,-0.18701118,-0.1174351,-0.1474684,0.2510815,0.34846038,0.26164317,-0.23860306,-0.008003069,-0.27908638,-0.37198454,-0.021631641,-0.14880742,0.2301308,-0.2547893,0.06862362,-0.45880437,0.16372804,-0.41508195,-0.020293277,-0.17698517,0.039572667,0.45854118,0.4206316,-0.040273838,-0.2666974,0.5953797,-0.0532206,-0.22658105,-0.2056568,-0.3036293,-0.1065896,0.0697897,0.035855282,0.46991146,-0.2915278,0.17155232,0.1693029,-0.2549031,-0.12926587,-0.080463484,-0.27691668,-0.34933448,-0.003425434,0.2834129,-0.23417066,0.079343036,0.04414005,0.1531329,0.10439644,-0.25453028,0.016897602,0.2832779,0.46330243,0.31559446,-0.20791887,0.29126212,-0.27566376,0.11770985,-0.259372,0.09951667,-0.23279752,0.42930412,0.3109832,0.11698534,0.12482222,-0.14177439,-0.025076661,-0.22556719,0.25043663,0.26565453,-0.06781301,0.15432848,0.17526871,0.12601487,0.22180264,0.16560414,0.0133258505,-0.05131901,-0.18183112,0.028793192,0.08408468,-0.14759578,0.07212716,-0.24335022,-0.10879709,0.19974673,0.25770438,-0.046932824,-0.049270153,0.054925017,-0.4469326,0.10899847,0.02842109,-0.15676762,-0.21918176,-0.3229851,-0.05597704
3213:BOWDEN,0.10463374,0.19631721,0.40888736,-0.21546617,0.08626606,0.3263074,-0.10199664,-0.15718926,0.1695678,-0.24321368,0.304605,0.38333836,-0.029177688,-0.06054055,-0.00051718444,0.066740766,0.060724262,-0.091589674,-0.36616495,0.16442548,0.45993614,-0.27158678,0.2756801,-0.38070333,-0.3860146,0.00088374753,-0.13177706,0.018161109,0.22188164,-0.16636316,0.0070562274,-0.14064096,-0.07562052,-0.060969125,0.24155615,0.35352084,0.2759519,-0.2634046,-0.06747476,-0.23768018,-0.3311676,-0.05527657,-0.14561106,0.25925663,-0.23928584,0.0020547751,-0.35823062,0.21743318,-0.48388413,-0.05020705,-0.14298683,0.14255337,0.36769184,0.33991715,-0.13460872,-0.2153893,0.58391595,-0.064419724,-0.11879441,-0.30667332,-0.3185783,-0.09863837,0.054243192,-0.054203965,0.5622852,-0.3220401,0.19041114,0.26511964,-0.20167251,-0.12576139,-0.10895522,-0.33515266,-0.41835177,0.0043874616,0.16285846,-0.19997473,0.103354506,0.034001224,0.15069696,0.08230139,-0.30220273,-0.04489101,0.13564304,0.413134,0.24890345,-0.2033807,0.16012931,-0.21032865,0.07201178,-0.26493797,0.13711414,-0.22414626,0.48570326,0.21985404,0.048868563,0.18362151,-0.16241463,-0.04085088,-0.16627465,0.21843258,0.26582268,-0.11076031,0.14396577,0.18796426,0.0862889,0.13282129,0.19031617,0.11172591,-0.052679356,-0.13480838,0.107878566,0.054760274,-0.11344947,0.17025325,-0.24772671,-0.06338777,0.21410426,0.23047476,-0.0073253177,-0.1244285,0.03334724,-0.47125664,0.16606084,0.021182898,-0.15977083,-0.15349,-0.3071853,-0.013425182
3214:LONE_STAR,0.122285396,0.21426807,0.4047276,-0.1367681,0.13359763,0.3235507,-0.08590002,-0.18993858,0.066207096,-0.14422637,0.36579984,0.29866517,-0.045600656,-0.041105974,0.0070844432,0.068470985,-0.0005221029,-0.0556704,-0.36130586,0.21136248,0.40249,-0.28553328,0.22110687,-0.38643095,-0.40441784,-0.021221694,-0.09385095,-0.054364104,0.1790138,-0.18997933,-0.05804864,-0.16567987,-0.050815865,-0.12199459,0.25143576,0.37352505,0.23114547,-0.23705067,0.050570305,-0.3174009,-0.35596517,0.025011018,-0.14517881,0.20308028,-0.24361952,-0.06551781,-0.39835662,0.096284345,-0.3825408,-0.09621396,-0.13934404,0.14313196,0.40015882,0.40765327,0.018339792,-0.2127989,0.6587272,-0.09591211,-0.16491078,-0.18261269,-0.2926033,-0.10895161,0.11291523,-0.008874996,0.4589619,-0.26663902,0.17459096,0.25866395,-0.25474805,-0.17028497,-0.0855752,-0.21599522,-0.31425264,0.04204432,0.24618676,-0.16811475,0.13613507,0.018731834,0.17409784,0.11844725,-0.20781626,-0.05615242,0.31839553,0.37117276,0.2559232,-0.22309126,0.29887134,-0.26476365,0.13891856,-0.25193694,0.11336982,-0.18005219,0.36107543,0.21745281,0.05257161,0.17189915,-0.12430146,-0.094135374,-0.17502786,0.19085643,0.24524233,-0.040891428,0.064696774,0.2983396,0.15370634,0.201765,0.15737586,0.049946163,-0.041354284,-0.14486785,0.08831912,0.10448156,-0.17905425,0.046151686,-0.28263676,-0.15233856,0.20693581,0.24228005,0.006801928,-0.008718417,0.078082845,-0.40255728,0.10180252,0.12591322,-0.15430178,-0.14967906,-0.36560825,-0.09682445
3216:BEELINE,0.092065424,0.148239,0.4347484,-0.14651895,0.12314225,0.26660812,-0.14500177,-0.1725909,-0.058631774,-0.24459122,0.2981875,0.31113085,-0.07065176,-0.031354528,0.034730516,0.04765846,-0.017055685,-0.047045093,-0.28291667,0.17347871,0.47428447,-0.23187803,0.22042161,-0.46666926,-0.43988097,0.06431394,-0.079414345,0.054805722,0.19948843,-0.11969992,-0.05045641,-0.11949015,-0.08644909,-0.15358628,0.2572444,0.39489436,0.30588713,-0.2651545,0.0107338,-0.28695384,-0.31303975,-0.09494931,-0.12827925,0.21774724,-0.27583626,-0.06331707,-0.3845209,0.13898419,-0.4122527,-0.03414532,-0.16220847,0.06532101,0.47406757,0.36751994,-0.08707781,-0.18663381,0.542055,-0.04577553,-0.18139525,-0.23432504,-0.26033756,-0.11521874,0.07380253,-0.009009276,0.41347745,-0.2317122,0.24060264,0.16952787,-0.22996794,-0.1436491,-0.048140656,-0.33779788,-0.16702415,-0.026804699,0.31238708,-0.15425776,0.12054814,-0.014921214,0.16881494,0.017706085,-0.18971458,-0.042546634,0.2419348,0.4548887,0.24247241,-0.20256607,0.313735,-0.29095486,0.14259899,-0.265256,0.18028034,-0.15227509,0.36490855,0.22835034,0.13694932,0.18385366,-0.12529461,-0.027555605,-0.13474566,0.18007809,0.24888137,-0.014963641,0.08132534,0.17984748,0.14622383,0.17613386,0.141981,0.0068160864,-0.02275617,-0.07747432,0.09673131,0.1717162,-0.11447611,0.076238595,-0.30280957,-0.02920655,0.1818339,0.24376789,-0.037831675,-0.114109404,0.13157621,-0.47418094,0.06763132,0.10004252,-0.18424813,-0.19654007,-0.36066326,-0.0007481821
3218:BEGGS,0.14130521,0.23452678,0.49226078,-0.21421339,0.11211099,0.39813083,-0.084386304,-0.18869649,0.08500389,-0.18665943,0.27694577,0.30004123,0.00054631877,-0.07967679,-0.022832435,0.070914745,0.050605703,0.007002971,-0.2777533,0.20001794,0.52282715,-0.27680346,0.22537841,-0.38811842,-0.37012497,-0.028558312,-0.046493497,-0.011896437,0.24274106,-0.27077016,0.037352055,-0.224862,-0.0038880282,-0.11366144,0.22373822,0.40478837,0.28811124,-0.23624113,0.0062313215,-0.24205424,-0.37856007,-0.058821555,-0.18754296,0.22524479,-0.29036364,-0.058938745,-0.4217302,0.14165923,-0.44029966,-0.06961001,-0.12274945,0.091809675,0.34886372,0.28311378,-0.07480655,-0.26603076,0.5747161,-0.07017873,-0.116040796,-0.34408128,-0.2952788,-0.08725574,0.0944491,-0.036807504,0.47695103,-0.25216705,0.22234187,0.23281899,-0.24877524,-0.10340601,-0.095330246,-0.325292,-0.3309023,-0.16518655,0.2740756,-0.19432779,0.057765428,-0.053671047,0.14926225,0.08744203,-0.29379007,-0.115563914,0.2450115,0.49359795,0.3226089,-0.27724218,0.23912631,-0.31486952,0.12641807,-0.2839215,0.103502415,-0.14037147,0.40617016,0.26964256,0.1761577,0.2396254,-0.16500603,-0.036072224,-0.12638485,0.21567965,0.20409566,-0.047557615,0.03993418,0.15812661,0.08203929,0.17976014,0.11473339,0.062044244,-0.06600733,-0.09568548,0.07862666,0.012157597,-0.13763793,0.11244888,-0.22002457,-0.11748968,0.14565256,0.22420855,-0.040764865,0.0054808306,0.12710617,-0.4678367,0.13330594,-0.039888356,-0.2428138,-0.18319936,-0.28362906,0.024940185
